"age" "sex" "iso3" "deltas"
"1134" 85 "Female" "ITA" 0.0927868635400293
"1135" 0 "Male" "ITA" -0.179708168085232
"1136" 5 "Male" "ITA" -0.156590780734949
"1137" 10 "Male" "ITA" -0.12448915426757
"1138" 15 "Male" "ITA" -0.0822958340425194
"1139" 20 "Male" "ITA" -0.0368410516096887
"1140" 25 "Male" "ITA" 0.0018739864241278
"1141" 30 "Male" "ITA" 0.0274168977232325
"1142" 35 "Male" "ITA" 0.0361775263903354
"1143" 40 "Male" "ITA" 0.0321665536379424
"1144" 45 "Male" "ITA" 0.028269983809827
"1145" 50 "Male" "ITA" 0.0343012301962156
"1146" 55 "Male" "ITA" 0.0531136825527543
"1147" 60 "Male" "ITA" 0.0840424047324135
"1148" 65 "Male" "ITA" 0.117400096417254
"1149" 70 "Male" "ITA" 0.141636407893072
"1150" 75 "Male" "ITA" 0.14523667090921
"1151" 80 "Male" "ITA" 0.119162032737879
"1152" 85 "Male" "ITA" 0.0678108794329218
"1153" 0 "Female" "JPN" -0.0955617886136538
"1154" 5 "Female" "JPN" -0.00933587589151326
"1155" 10 "Female" "JPN" 0.0589152834301217
"1156" 15 "Female" "JPN" 0.0960996217282911
"1157" 20 "Female" "JPN" 0.102079053239759
"1158" 25 "Female" "JPN" 0.0828639804625808
"1159" 30 "Female" "JPN" 0.0518580276100082
"1160" 35 "Female" "JPN" 0.0273362069361998
"1161" 40 "Female" "JPN" 0.0138232141592751
"1162" 45 "Female" "JPN" -0.000409613895015979
"1163" 50 "Female" "JPN" -0.0191927926028949
"1164" 55 "Female" "JPN" -0.029200040506194
"1165" 60 "Female" "JPN" -0.0219834360465728
"1166" 65 "Female" "JPN" -0.0118265502354157
"1167" 70 "Female" "JPN" -0.0149358976469777
"1168" 75 "Female" "JPN" -0.0312467962320328
"1169" 80 "Female" "JPN" -0.0525221750911163
"1170" 85 "Female" "JPN" -0.0171502511811374
"1171" 0 "Male" "JPN" -0.144056958040558
"1172" 5 "Male" "JPN" -0.0740529771501042
"1173" 10 "Male" "JPN" -0.0134530949156454
"1174" 15 "Male" "JPN" 0.0277064748004473
"1175" 20 "Male" "JPN" 0.047515823807148
"1176" 25 "Male" "JPN" 0.0480187187017117
"1177" 30 "Male" "JPN" 0.0372082723249955
"1178" 35 "Male" "JPN" 0.0270656842411273
"1179" 40 "Male" "JPN" 0.0205593297324338
"1180" 45 "Male" "JPN" 0.00998660565363766
"1181" 50 "Male" "JPN" -0.00679491973064872
"1182" 55 "Male" "JPN" -0.0199352538067423
"1183" 60 "Male" "JPN" -0.0217650650349136
"1184" 65 "Male" "JPN" -0.0164245777504382
"1185" 70 "Male" "JPN" -0.0117767825992386
"1186" 75 "Male" "JPN" -0.0231371459606726
"1187" 80 "Male" "JPN" -0.061940528756276
"1188" 85 "Male" "JPN" -0.027894562961791
"1189" 0 "Female" "KOR" -0.189051824011838
"1190" 5 "Female" "KOR" -0.114492676469993
"1191" 10 "Female" "KOR" -0.0455162420249147
"1192" 15 "Female" "KOR" 0.0118245403560252
"1193" 20 "Female" "KOR" 0.0545575814797124
"1194" 25 "Female" "KOR" 0.0812941144398307
"1195" 30 "Female" "KOR" 0.0940467441267722
"1196" 35 "Female" "KOR" 0.0972196526232103
"1197" 40 "Female" "KOR" 0.093511975258164
"1198" 45 "Female" "KOR" 0.0835589266174548
"1199" 50 "Female" "KOR" 0.0687300737015813
"1200" 55 "Female" "KOR" 0.0520518865110754
"1201" 60 "Female" "KOR" 0.0365840933198049
"1202" 65 "Female" "KOR" 0.0248650274942934
"1203" 70 "Female" "KOR" 0.019075519524225
"1204" 75 "Female" "KOR" 0.0199394906885336
"1205" 80 "Female" "KOR" 0.0278896829233846
"1206" 85 "Female" "KOR" 0.0601041809499238
"1207" 0 "Male" "KOR" -0.140274498316773
"1208" 5 "Male" "KOR" -0.0894982493868726
"1209" 10 "Male" "KOR" -0.0430105665955646
"1210" 15 "Male" "KOR" -0.00596235543025644
"1211" 20 "Male" "KOR" 0.0199148402353507
"1212" 25 "Male" "KOR" 0.0345559556638455
"1213" 30 "Male" "KOR" 0.0404381573748493
"1214" 35 "Male" "KOR" 0.0417471074828314
"1215" 40 "Male" "KOR" 0.0389515371153528
"1216" 45 "Male" "KOR" 0.0281465439169086
"1217" 50 "Male" "KOR" 0.0112034207243176
"1218" 55 "Male" "KOR" 0.00170322999014117
"1219" 60 "Male" "KOR" 0.00843498394580255
"1220" 65 "Male" "KOR" 0.0198195587811742
"1221" 70 "Male" "KOR" 0.0230030296535186
"1222" 75 "Male" "KOR" 0.0223284099604078
"1223" 80 "Male" "KOR" 0.0282764949464433
"1224" 85 "Male" "KOR" 0.0703360163674185
"1225" 0 "Female" "LTU" -0.110765912870772
"1226" 5 "Female" "LTU" -0.0778493468112298
"1227" 10 "Female" "LTU" -0.0450431413765098
"1228" 15 "Female" "LTU" -0.0130924900597264
"1229" 20 "Female" "LTU" 0.018565106767154
"1230" 25 "Female" "LTU" 0.0510183198062218
"1231" 30 "Female" "LTU" 0.0848190446911185
"1232" 35 "Female" "LTU" 0.120043025479707
"1233" 40 "Female" "LTU" 0.153998077475483
"1234" 45 "Female" "LTU" 0.180780754363999
"1235" 50 "Female" "LTU" 0.198818908392146
"1236" 55 "Female" "LTU" 0.215313816849884
"1237" 60 "Female" "LTU" 0.235990591472833
"1238" 65 "Female" "LTU" 0.258330168012627
"1239" 70 "Female" "LTU" 0.274105728554453
"1240" 75 "Female" "LTU" 0.25173295828202
"1241" 80 "Female" "LTU" 0.154632213619133
"1242" 85 "Female" "LTU" -0.122451452644853
"1243" 0 "Male" "LTU" -0.139291492640407
"1244" 5 "Male" "LTU" -0.112803099604218
"1245" 10 "Male" "LTU" -0.0853659159392691
"1246" 15 "Male" "LTU" -0.056419709088209
"1247" 20 "Male" "LTU" -0.0230765100119457
"1248" 25 "Male" "LTU" 0.0182281745172511
"1249" 30 "Male" "LTU" 0.0665725482276449
"1250" 35 "Male" "LTU" 0.117701179218932
"1251" 40 "Male" "LTU" 0.164217470516129
"1252" 45 "Male" "LTU" 0.195168114354349
"1253" 50 "Male" "LTU" 0.206324150265973
"1254" 55 "Male" "LTU" 0.206918237898725
"1255" 60 "Male" "LTU" 0.204419125067029
"1256" 65 "Male" "LTU" 0.19530886291099
"1257" 70 "Male" "LTU" 0.173389977209076
"1258" 75 "Male" "LTU" 0.130109186749997
"1259" 80 "Male" "LTU" 0.0573412338428433
"1260" 85 "Male" "LTU" -0.0920249592585588
"1261" 0 "Female" "LUX" 0.283448147650571
"1262" 5 "Female" "LUX" 0.21433001460107
"1263" 10 "Female" "LUX" 0.146743052468417
"1264" 15 "Female" "LUX" 0.0814663772545517
"1265" 20 "Female" "LUX" 0.0195911186063941
"1266" 25 "Female" "LUX" -0.0376161191685465
"1267" 30 "Female" "LUX" -0.0883389419676252
"1268" 35 "Female" "LUX" -0.130379659222622
"1269" 40 "Female" "LUX" -0.161989412333596
"1270" 45 "Female" "LUX" -0.181964747604632
"1271" 50 "Female" "LUX" -0.189944400545967
"1272" 55 "Female" "LUX" -0.187142806571191
"1273" 60 "Female" "LUX" -0.1752314333698
"1274" 65 "Female" "LUX" -0.156797684716708
"1275" 70 "Female" "LUX" -0.134608707710774
"1276" 75 "Female" "LUX" -0.11137318993211
"1277" 80 "Female" "LUX" -0.0895996263724226
"1278" 85 "Female" "LUX" -0.060575502174864
"1279" 0 "Male" "LUX" 0.109703761114674
"1280" 5 "Male" "LUX" 0.0820490144153197
"1281" 10 "Male" "LUX" 0.0555781294553138
"1282" 15 "Male" "LUX" 0.0308176975721233
"1283" 20 "Male" "LUX" 0.00817244589537046
"1284" 25 "Male" "LUX" -0.0120085021463863
"1285" 30 "Male" "LUX" -0.0294151912352669
"1286" 35 "Male" "LUX" -0.0437678211788663
"1287" 40 "Male" "LUX" -0.0548526522241613
"1288" 45 "Male" "LUX" -0.0625368401559819
"1289" 50 "Male" "LUX" -0.0671580546734387
"1290" 55 "Male" "LUX" -0.0699589943815709
"1291" 60 "Male" "LUX" -0.0713232369298251
"1292" 65 "Male" "LUX" -0.0684381329965216
"1293" 70 "Male" "LUX" -0.0588274499316163
"1294" 75 "Male" "LUX" -0.0458462997521418
"1295" 80 "Male" "LUX" -0.0346450144600371
"1296" 85 "Male" "LUX" -0.0243610444260779
"1297" 0 "Female" "LVA" 0.0581857451724204
"1298" 5 "Female" "LVA" 0.0534959021001141
"1299" 10 "Female" "LVA" 0.0493944798053053
"1300" 15 "Female" "LVA" 0.0458108620157755
"1301" 20 "Female" "LVA" 0.0429212766658969
"1302" 25 "Female" "LVA" 0.0409790347865604
"1303" 30 "Female" "LVA" 0.0398342130364578
"1304" 35 "Female" "LVA" 0.039068940788549
"1305" 40 "Female" "LVA" 0.0389816856422622
"1306" 45 "Female" "LVA" 0.0407397849955486
"1307" 50 "Female" "LVA" 0.047732613570783
"1308" 55 "Female" "LVA" 0.0675696772320554
"1309" 60 "Female" "LVA" 0.105391823544727
"1310" 65 "Female" "LVA" 0.156538108945489
"1311" 70 "Female" "LVA" 0.209263620053271
"1312" 75 "Female" "LVA" 0.222313725426541
"1313" 80 "Female" "LVA" 0.147919760026465
"1314" 85 "Female" "LVA" -0.125265370346113
"1315" 0 "Male" "LVA" 0.0490717227531907
"1316" 5 "Male" "LVA" 0.0315611640182704
"1317" 10 "Male" "LVA" 0.016430701288113
"1318" 15 "Male" "LVA" 0.00461415194933053
"1319" 20 "Male" "LVA" -0.00208539992792371
"1320" 25 "Male" "LVA" -0.00168777274386526
"1321" 30 "Male" "LVA" 0.00508629333583061
"1322" 35 "Male" "LVA" 0.0155276846742772
"1323" 40 "Male" "LVA" 0.0256008704525287
"1324" 45 "Male" "LVA" 0.0298113251819767
"1325" 50 "Male" "LVA" 0.028867640280058
"1326" 55 "Male" "LVA" 0.0356930033670916
"1327" 60 "Male" "LVA" 0.0591769545015458
"1328" 65 "Male" "LVA" 0.0901653028232079
"1329" 70 "Male" "LVA" 0.114786799278528
"1330" 75 "Male" "LVA" 0.113453494852346
"1331" 80 "Male" "LVA" 0.0664459186706042
"1332" 85 "Male" "LVA" -0.0831456117043955
"1333" 0 "Female" "MDA" -0.383415161362899
"1334" 5 "Female" "MDA" -0.272280421705268
"1335" 10 "Female" "MDA" -0.166074416030421
"1336" 15 "Female" "MDA" -0.0692204726735597
"1337" 20 "Female" "MDA" 0.0137682760728228
"1338" 25 "Female" "MDA" 0.078634579299726
"1339" 30 "Female" "MDA" 0.125122449843306
"1340" 35 "Female" "MDA" 0.155834347096724
"1341" 40 "Female" "MDA" 0.17263981663339
"1342" 45 "Female" "MDA" 0.176479534582445
"1343" 50 "Female" "MDA" 0.169322777473514
"1344" 55 "Female" "MDA" 0.155240761619545
"1345" 60 "Female" "MDA" 0.137412156020059
"1346" 65 "Female" "MDA" 0.115252095662241
"1347" 70 "Female" "MDA" 0.0894104224213779
"1348" 75 "Female" "MDA" 0.0723003503569714
"1349" 80 "Female" "MDA" 0.0794842950072301
"1350" 85 "Female" "MDA" 0.141430522035708
"1351" 0 "Male" "MDA" -0.466923799187137
"1352" 5 "Male" "MDA" -0.393438907280465
"1353" 10 "Male" "MDA" -0.321122013620772
"1354" 15 "Male" "MDA" -0.251777878102113
"1355" 20 "Male" "MDA" -0.186501702465398
"1356" 25 "Male" "MDA" -0.126131665207756
"1357" 30 "Male" "MDA" -0.07218382789037
"1358" 35 "Male" "MDA" -0.0267098832540018
"1359" 40 "Male" "MDA" 0.00677343033286252
"1360" 45 "Male" "MDA" 0.023097955579594
"1361" 50 "Male" "MDA" 0.0243377805249887
"1362" 55 "Male" "MDA" 0.0268225589891167
"1363" 60 "Male" "MDA" 0.0451618912551925
"1364" 65 "Male" "MDA" 0.082821505133811
"1365" 70 "Male" "MDA" 0.140483953163452
"1366" 75 "Male" "MDA" 0.216060852643623
"1367" 80 "Male" "MDA" 0.30681025251783
"1368" 85 "Male" "MDA" 0.474343674124491
"1369" 0 "Female" "MEX" -0.36901095343239
"1370" 5 "Female" "MEX" -0.235901977239694
"1371" 10 "Female" "MEX" -0.122140481469661
"1372" 15 "Female" "MEX" -0.0326477822491267
"1373" 20 "Female" "MEX" 0.0373854290847245
"1374" 25 "Female" "MEX" 0.0967359889224533
"1375" 30 "Female" "MEX" 0.150895991197521
"1376" 35 "Female" "MEX" 0.202847711688083
"1377" 40 "Female" "MEX" 0.251416225895094
"1378" 45 "Female" "MEX" 0.290604027146208
"1379" 50 "Female" "MEX" 0.315329994522113
"1380" 55 "Female" "MEX" 0.322831165522682
"1381" 60 "Female" "MEX" 0.310855169684991
"1382" 65 "Female" "MEX" 0.277960224631334
"1383" 70 "Female" "MEX" 0.224098446724734
"1384" 75 "Female" "MEX" 0.156381185465603
"1385" 80 "Female" "MEX" 0.084258283083426
"1386" 85 "Female" "MEX" -0.0179927344133757
"1387" 0 "Male" "MEX" -0.351853755923536
"1388" 5 "Male" "MEX" -0.251925757697106
"1389" 10 "Male" "MEX" -0.190646013577818
"1390" 15 "Male" "MEX" -0.172178863242518
"1391" 20 "Male" "MEX" -0.164897993680018
"1392" 25 "Male" "MEX" -0.124247885686418
"1393" 30 "Male" "MEX" -0.0403443974921647
"1394" 35 "Male" "MEX" 0.0715014227485552
"1395" 40 "Male" "MEX" 0.190281502270067
"1396" 45 "Male" "MEX" 0.289024570146999
"1397" 50 "Male" "MEX" 0.351704773754575
"1398" 55 "Male" "MEX" 0.384227975501618
"1399" 60 "Male" "MEX" 0.391909647308764
"1400" 65 "Male" "MEX" 0.369743499367937
"1401" 70 "Male" "MEX" 0.313685347358955
"1402" 75 "Male" "MEX" 0.237796613123797
"1403" 80 "Male" "MEX" 0.161702719530778
"1404" 85 "Male" "MEX" 0.0647480515044091
"1405" 0 "Female" "MLT" -0.0267995692441258
"1406" 5 "Female" "MLT" -0.00717278511931875
"1407" 10 "Female" "MLT" 0.0109662391422455
"1408" 15 "Female" "MLT" 0.0263472673221742
"1409" 20 "Female" "MLT" 0.0379693752127183
"1410" 25 "Female" "MLT" 0.0449931817975614
"1411" 30 "Female" "MLT" 0.0471907486632352
"1412" 35 "Female" "MLT" 0.0447916462651474
"1413" 40 "Female" "MLT" 0.0385761162763423
"1414" 45 "Female" "MLT" 0.0299614785311633
"1415" 50 "Female" "MLT" 0.0204276014907905
"1416" 55 "Female" "MLT" 0.0115047962362962
"1417" 60 "Female" "MLT" 0.00430029397229699
"1418" 65 "Female" "MLT" -0.001501972702626
"1419" 70 "Female" "MLT" -0.00645915698835982
"1420" 75 "Female" "MLT" -0.0108143649940319
"1421" 80 "Female" "MLT" -0.0146755122992248
"1422" 85 "Female" "MLT" -0.0192246276823784
"1423" 0 "Male" "MLT" -0.299499770259314
"1424" 5 "Male" "MLT" -0.21485669465086
"1425" 10 "Male" "MLT" -0.133335413798706
"1426" 15 "Male" "MLT" -0.0571414358904999
"1427" 20 "Male" "MLT" 0.0116139650437535
"1428" 25 "Male" "MLT" 0.0709006890340498
"1429" 30 "Male" "MLT" 0.119237218527054
"1430" 35 "Male" "MLT" 0.155557161155136
"1431" 40 "Male" "MLT" 0.179428783621224
"1432" 45 "Male" "MLT" 0.191165826422094
"1433" 50 "Male" "MLT" 0.192160012696055
"1434" 55 "Male" "MLT" 0.185814521597049
"1435" 60 "Male" "MLT" 0.175509097778953
"1436" 65 "Male" "MLT" 0.163778756843748
"1437" 70 "Male" "MLT" 0.152062840556077
"1438" 75 "Male" "MLT" 0.136424290314319
"1439" 80 "Male" "MLT" 0.111448034326473
"1440" 85 "Male" "MLT" 0.0566286989959834
"1441" 0 "Female" "MNE" 0.100578336721517
"1442" 5 "Female" "MNE" 0.0681426491571126
"1443" 10 "Female" "MNE" 0.0379767792905288
"1444" 15 "Female" "MNE" 0.0113141030079176
"1445" 20 "Female" "MNE" -0.0109651033310389
"1446" 25 "Female" "MNE" -0.0281662768217127
"1447" 30 "Female" "MNE" -0.0400423491017511
"1448" 35 "Female" "MNE" -0.0466801103619476
"1449" 40 "Female" "MNE" -0.0485447396474223
"1450" 45 "Female" "MNE" -0.0465385618895432
"1451" 50 "Female" "MNE" -0.0415935510136217
"1452" 55 "Female" "MNE" -0.0346505664159807
"1453" 60 "Female" "MNE" -0.0266419698640619
"1454" 65 "Female" "MNE" -0.0184685342636943
"1455" 70 "Female" "MNE" -0.011418371527325
"1456" 75 "Female" "MNE" -0.00907973399510889
"1457" 80 "Female" "MNE" -0.0154782023012639
"1458" 85 "Female" "MNE" -0.0401289095702485
"1459" 0 "Male" "MNE" 0.0787066816519377
"1460" 5 "Male" "MNE" 0.0444550494327602
"1461" 10 "Male" "MNE" 0.0123008395441599
"1462" 15 "Male" "MNE" -0.0166393730425578
"1463" 20 "Male" "MNE" -0.0410140534170662
"1464" 25 "Male" "MNE" -0.0594296037595266
"1465" 30 "Male" "MNE" -0.0713012984515707
"1466" 35 "Male" "MNE" -0.0766314701734081
"1467" 40 "Male" "MNE" -0.0755556885580638
"1468" 45 "Male" "MNE" -0.0683489468045783
"1469" 50 "Male" "MNE" -0.0550187364320028
"1470" 55 "Male" "MNE" -0.03503746414894
"1471" 60 "Male" "MNE" -0.00894157559748088
"1472" 65 "Male" "MNE" 0.018997257926292
"1473" 70 "Male" "MNE" 0.0432464031980966
"1474" 75 "Male" "MNE" 0.0554285190174259
"1475" 80 "Male" "MNE" 0.0470757771850532
"1476" 85 "Male" "MNE" 0.00160728266207207
"1477" 0 "Female" "MUS" -0.0247409412418129
"1478" 5 "Female" "MUS" -0.016828893533216
"1479" 10 "Female" "MUS" -0.00812572484404189
"1480" 15 "Female" "MUS" 0.00103173916139927
"1481" 20 "Female" "MUS" 0.0105503949050437
"1482" 25 "Female" "MUS" 0.0204270105757335
"1483" 30 "Female" "MUS" 0.0304470751726589
"1484" 35 "Female" "MUS" 0.0402327551623849
"1485" 40 "Female" "MUS" 0.0490644236142079
"1486" 45 "Female" "MUS" 0.0558233509199888
"1487" 50 "Female" "MUS" 0.059286484104991
"1488" 55 "Female" "MUS" 0.0580727348737125
"1489" 60 "Female" "MUS" 0.0517144115273666
"1490" 65 "Female" "MUS" 0.042835347913527
"1491" 70 "Female" "MUS" 0.033804296724089
"1492" 75 "Female" "MUS" 0.0217603045154289
"1493" 80 "Female" "MUS" 0.00228996052499491
"1494" 85 "Female" "MUS" -0.0417668702668621
"1495" 0 "Male" "MUS" 0.110646958664737
"1496" 5 "Male" "MUS" 0.0922876095039299
"1497" 10 "Male" "MUS" 0.077662730571052
"1498" 15 "Male" "MUS" 0.0677792580080951
"1499" 20 "Male" "MUS" 0.062741990698403
"1500" 25 "Male" "MUS" 0.0620813677471293
"1501" 30 "Male" "MUS" 0.0628285664216612
"1502" 35 "Male" "MUS" 0.0602517833313382
"1503" 40 "Male" "MUS" 0.0507461872870973
"1504" 45 "Male" "MUS" 0.0320940185850046
"1505" 50 "Male" "MUS" 0.00378941799596771
"1506" 55 "Male" "MUS" -0.0315016097980818
"1507" 60 "Male" "MUS" -0.0701620879711526
"1508" 65 "Male" "MUS" -0.106628486033791
"1509" 70 "Male" "MUS" -0.135108372104187
"1510" 75 "Male" "MUS" -0.150827546982723
"1511" 80 "Male" "MUS" -0.149988152943126
"1512" 85 "Male" "MUS" -0.124964801856096
"1513" 0 "Female" "NLD" 0.0204531769723908
"1514" 5 "Female" "NLD" 0.0327672939082666
"1515" 10 "Female" "NLD" 0.0433644964495864
"1516" 15 "Female" "NLD" 0.0494905298233463
"1517" 20 "Female" "NLD" 0.0485058134303834
"1518" 25 "Female" "NLD" 0.0379069059355213
"1519" 30 "Female" "NLD" 0.0163651119414914
"1520" 35 "Female" "NLD" -0.0164862178936166
"1521" 40 "Female" "NLD" -0.0573578227528142
"1522" 45 "Female" "NLD" -0.0986630457164956
"1523" 50 "Female" "NLD" -0.130720933650985
"1524" 55 "Female" "NLD" -0.140261413448171
"1525" 60 "Female" "NLD" -0.119846740400238
"1526" 65 "Female" "NLD" -0.0827632915025906
"1527" 70 "Female" "NLD" -0.0446964988342741
"1528" 75 "Female" "NLD" -0.0102694358244027
"1529" 80 "Female" "NLD" 0.0201929039884762
"1530" 85 "Female" "NLD" 0.065294364947683
"1531" 0 "Male" "NLD" -0.034243915978114
"1532" 5 "Male" "NLD" -0.0420581364112338
"1533" 10 "Male" "NLD" -0.0446392277054063
"1534" 15 "Male" "NLD" -0.040913837395186
"1535" 20 "Male" "NLD" -0.0319080101460752
"1536" 25 "Male" "NLD" -0.0197496372271451
"1537" 30 "Male" "NLD" -0.00919553310056267
"1538" 35 "Male" "NLD" -0.00680190724693332
"1539" 40 "Male" "NLD" -0.0162521447350896
"1540" 45 "Male" "NLD" -0.0377491021447875
"1541" 50 "Male" "NLD" -0.0653499013871568
"1542" 55 "Male" "NLD" -0.0815589994185459
"1543" 60 "Male" "NLD" -0.072463540851451
"1544" 65 "Male" "NLD" -0.0404454204444251
"1545" 70 "Male" "NLD" 0.00722095170121626
"1546" 75 "Male" "NLD" 0.0544039437107595
"1547" 80 "Male" "NLD" 0.0834596858466986
"1548" 85 "Male" "NLD" 0.0978925799013349
"1549" 0 "Female" "NOR" -0.0807740030936051
"1550" 5 "Female" "NOR" -0.0298014961029484
"1551" 10 "Female" "NOR" 0.0155822450730179
"1552" 15 "Female" "NOR" 0.0514467431262403
"1553" 20 "Female" "NOR" 0.0756712942033226
"1554" 25 "Female" "NOR" 0.0870047869570706
"1555" 30 "Female" "NOR" 0.085372909657645
"1556" 35 "Female" "NOR" 0.0716103541250941
"1557" 40 "Female" "NOR" 0.0485582973573034
"1558" 45 "Female" "NOR" 0.0214093854061871
"1559" 50 "Female" "NOR" -0.00315310221981691
"1560" 55 "Female" "NOR" -0.0158123498761611
"1561" 60 "Female" "NOR" -0.0107918188106444
"1562" 65 "Female" "NOR" 0.00493184379523822
"1563" 70 "Female" "NOR" 0.0221820896256585
"1564" 75 "Female" "NOR" 0.0343644962395541
"1565" 80 "Female" "NOR" 0.0363605202314963
"1566" 85 "Female" "NOR" 0.0229444887231882
"1567" 0 "Male" "NOR" -0.0236361058434581
"1568" 5 "Male" "NOR" 0.0206450223330235
"1569" 10 "Male" "NOR" 0.057897083529071
"1570" 15 "Male" "NOR" 0.0824437929184445
"1571" 20 "Male" "NOR" 0.09206142717282
"1572" 25 "Male" "NOR" 0.0862633056655996
"1573" 30 "Male" "NOR" 0.0678679672780259
"1574" 35 "Male" "NOR" 0.0420606131554978
"1575" 40 "Male" "NOR" 0.0137312036622213
"1576" 45 "Male" "NOR" -0.0126414146008203
"1577" 50 "Male" "NOR" -0.0328107233744622
"1578" 55 "Male" "NOR" -0.0429361819041443
"1579" 60 "Male" "NOR" -0.0410328827650457
"1580" 65 "Male" "NOR" -0.0311193675608894
"1581" 70 "Male" "NOR" -0.0182888384772514
"1582" 75 "Male" "NOR" -0.00664717888675699
"1583" 80 "Male" "NOR" 0.000382291072151523
"1584" 85 "Male" "NOR" 0.0031325285283606
"1585" 0 "Female" "NZL" 0.0171745173922723
"1586" 5 "Female" "NZL" 0.0189045535653989
"1587" 10 "Female" "NZL" 0.0216630069049601
"1588" 15 "Female" "NZL" 0.0249719426703426
"1589" 20 "Female" "NZL" 0.0285568943354947
"1590" 25 "Female" "NZL" 0.0322214858548094
"1591" 30 "Female" "NZL" 0.0356345299861438
"1592" 35 "Female" "NZL" 0.038344700766294
"1593" 40 "Female" "NZL" 0.039183196212747
"1594" 45 "Female" "NZL" 0.0361415861558447
"1595" 50 "Female" "NZL" 0.0274689756231119
"1596" 55 "Female" "NZL" 0.012008677060528
"1597" 60 "Female" "NZL" -0.0102640097363509
"1598" 65 "Female" "NZL" -0.0358436536799817
"1599" 70 "Female" "NZL" -0.0600944509602838
"1600" 75 "Female" "NZL" -0.0760503623151671
"1601" 80 "Female" "NZL" -0.0766474201685779
"1602" 85 "Female" "NZL" -0.0524127814074778
"1603" 0 "Male" "NZL" -0.0328829847044821
"1604" 5 "Male" "NZL" -0.0181616158624022
"1605" 10 "Male" "NZL" -0.00366966388059941
"1606" 15 "Male" "NZL" 0.00906944161530476
"1607" 20 "Male" "NZL" 0.0194198015598206
"1608" 25 "Male" "NZL" 0.0271751174940913
"1609" 30 "Male" "NZL" 0.03274888733352
"1610" 35 "Male" "NZL" 0.0369706187290403
"1611" 40 "Male" "NZL" 0.0397493240490659
"1612" 45 "Male" "NZL" 0.0399011197656359
"1613" 50 "Male" "NZL" 0.0364682508769748
"1614" 55 "Male" "NZL" 0.0290542084830454
"1615" 60 "Male" "NZL" 0.0175844563133026
"1616" 65 "Male" "NZL" 0.0028389808198223
"1617" 70 "Male" "NZL" -0.0135920962655714
"1618" 75 "Male" "NZL" -0.0264215464887511
"1619" 80 "Male" "NZL" -0.0295955125921759
"1620" 85 "Male" "NZL" -0.0176662930248521
"1621" 0 "Female" "PER" -0.391984599073334
"1622" 5 "Female" "PER" -0.285622756380928
"1623" 10 "Female" "PER" -0.196387166197439
"1624" 15 "Female" "PER" -0.12982860425171
"1625" 20 "Female" "PER" -0.0770700159079707
"1626" 25 "Female" "PER" -0.023611644099103
"1627" 30 "Female" "PER" 0.0366455184243869
"1628" 35 "Female" "PER" 0.103725277594375
"1629" 40 "Female" "PER" 0.177425362957616
"1630" 45 "Female" "PER" 0.257379382292553
"1631" 50 "Female" "PER" 0.336464533731363
"1632" 55 "Female" "PER" 0.394448798732494
"1633" 60 "Female" "PER" 0.41286846123163
"1634" 65 "Female" "PER" 0.384126703396178
"1635" 70 "Female" "PER" 0.307539240950398
"1636" 75 "Female" "PER" 0.209641815447031
"1637" 80 "Female" "PER" 0.124403152878636
"1638" 85 "Female" "PER" 0.0325562819656748
"1639" 0 "Male" "PER" -0.525197953927387
"1640" 5 "Male" "PER" -0.48369513876818
"1641" 10 "Male" "PER" -0.442639534528414
"1642" 15 "Male" "PER" -0.398764314232925
"1643" 20 "Male" "PER" -0.338179176054425
"1644" 25 "Male" "PER" -0.243441882800695
"1645" 30 "Male" "PER" -0.11128072451975
"1646" 35 "Male" "PER" 0.0511135793774551
"1647" 40 "Male" "PER" 0.22887464967253
"1648" 45 "Male" "PER" 0.398374218424592
"1649" 50 "Male" "PER" 0.536560257151976
"1650" 55 "Male" "PER" 0.622478119625994
"1651" 60 "Male" "PER" 0.641015816967655
"1652" 65 "Male" "PER" 0.595651527230812
"1653" 70 "Male" "PER" 0.496429563932599
"1654" 75 "Male" "PER" 0.369247827701536
"1655" 80 "Male" "PER" 0.244048656841765
"1656" 85 "Male" "PER" 0.0820351562376405
"1657" 0 "Female" "POL" -0.189311343751537
"1658" 5 "Female" "POL" -0.112395523285926
"1659" 10 "Female" "POL" -0.0408758304272433
"1660" 15 "Female" "POL" 0.019497114043024
"1661" 20 "Female" "POL" 0.0647434145859769
"1662" 25 "Female" "POL" 0.0918395931956451
"1663" 30 "Female" "POL" 0.100347037952951
"1664" 35 "Female" "POL" 0.0917669050486245
"1665" 40 "Female" "POL" 0.0701310815396943
"1666" 45 "Female" "POL" 0.042425194451325
"1667" 50 "Female" "POL" 0.0185449113380579
"1668" 55 "Female" "POL" 0.0137096546707342
"1669" 60 "Female" "POL" 0.0366605282199727
"1670" 65 "Female" "POL" 0.0726092743174468
"1671" 70 "Female" "POL" 0.102992280668657
"1672" 75 "Female" "POL" 0.115664959229983
"1673" 80 "Female" "POL" 0.102622222431903
"1674" 85 "Female" "POL" 0.0639205069322943
"1675" 0 "Male" "POL" -0.188701304513662
"1676" 5 "Male" "POL" -0.142263575986636
"1677" 10 "Male" "POL" -0.0972907104454573
"1678" 15 "Male" "POL" -0.0572502976888294
"1679" 20 "Male" "POL" -0.0209959386931506
"1680" 25 "Male" "POL" 0.0142374918014159
"1681" 30 "Male" "POL" 0.046093018772133
