Country,Code,Year,Sex,Age,Deaths,age_up,Source
North Macedonia,MKD,2016,m,60,1122,64,who_mort_db
North Macedonia,MKD,2016,m,65,1278,69,who_mort_db
North Macedonia,MKD,2016,m,70,1345,74,who_mort_db
North Macedonia,MKD,2016,m,75,1632,79,who_mort_db
North Macedonia,MKD,2016,m,80,1785,84,who_mort_db
North Macedonia,MKD,2016,m,85,1045,89,who_mort_db
North Macedonia,MKD,2016,m,90,367,94,who_mort_db
North Macedonia,MKD,2016,m,95,65,15,who_mort_db
North Macedonia,MKD,2017,f,0,104,0,who_mort_db
North Macedonia,MKD,2017,f,1,11,4,who_mort_db
North Macedonia,MKD,2017,f,5,3,9,who_mort_db
North Macedonia,MKD,2017,f,10,5,14,who_mort_db
North Macedonia,MKD,2017,f,15,16,19,who_mort_db
North Macedonia,MKD,2017,f,20,9,24,who_mort_db
North Macedonia,MKD,2017,f,25,25,29,who_mort_db
North Macedonia,MKD,2017,f,30,30,34,who_mort_db
North Macedonia,MKD,2017,f,35,42,39,who_mort_db
North Macedonia,MKD,2017,f,40,78,44,who_mort_db
North Macedonia,MKD,2017,f,45,133,49,who_mort_db
North Macedonia,MKD,2017,f,50,219,54,who_mort_db
North Macedonia,MKD,2017,f,55,392,59,who_mort_db
North Macedonia,MKD,2017,f,60,599,64,who_mort_db
North Macedonia,MKD,2017,f,65,884,69,who_mort_db
North Macedonia,MKD,2017,f,70,1093,74,who_mort_db
North Macedonia,MKD,2017,f,75,1752,79,who_mort_db
North Macedonia,MKD,2017,f,80,2223,84,who_mort_db
North Macedonia,MKD,2017,f,85,1476,89,who_mort_db
North Macedonia,MKD,2017,f,90,561,94,who_mort_db
North Macedonia,MKD,2017,f,95,109,15,who_mort_db
North Macedonia,MKD,2017,m,0,97,0,who_mort_db
North Macedonia,MKD,2017,m,1,14,4,who_mort_db
North Macedonia,MKD,2017,m,5,8,9,who_mort_db
North Macedonia,MKD,2017,m,10,13,14,who_mort_db
North Macedonia,MKD,2017,m,15,20,19,who_mort_db
North Macedonia,MKD,2017,m,20,47,24,who_mort_db
North Macedonia,MKD,2017,m,25,44,29,who_mort_db
North Macedonia,MKD,2017,m,30,48,34,who_mort_db
North Macedonia,MKD,2017,m,35,83,39,who_mort_db
North Macedonia,MKD,2017,m,40,145,44,who_mort_db
North Macedonia,MKD,2017,m,45,231,49,who_mort_db
North Macedonia,MKD,2017,m,50,427,54,who_mort_db
North Macedonia,MKD,2017,m,55,716,59,who_mort_db
North Macedonia,MKD,2017,m,60,1074,64,who_mort_db
North Macedonia,MKD,2017,m,65,1305,69,who_mort_db
North Macedonia,MKD,2017,m,70,1312,74,who_mort_db
North Macedonia,MKD,2017,m,75,1677,79,who_mort_db
North Macedonia,MKD,2017,m,80,1805,84,who_mort_db
North Macedonia,MKD,2017,m,85,1029,89,who_mort_db
North Macedonia,MKD,2017,m,90,393,94,who_mort_db
North Macedonia,MKD,2017,m,95,66,15,who_mort_db
North Macedonia,MKD,2018,f,0,51,0,who_mort_db
North Macedonia,MKD,2018,f,1,3,4,who_mort_db
North Macedonia,MKD,2018,f,5,7,9,who_mort_db
North Macedonia,MKD,2018,f,10,7,14,who_mort_db
North Macedonia,MKD,2018,f,15,9,19,who_mort_db
North Macedonia,MKD,2018,f,20,7,24,who_mort_db
North Macedonia,MKD,2018,f,25,19,29,who_mort_db
North Macedonia,MKD,2018,f,30,33,34,who_mort_db
North Macedonia,MKD,2018,f,35,49,39,who_mort_db
North Macedonia,MKD,2018,f,40,79,44,who_mort_db
North Macedonia,MKD,2018,f,45,131,49,who_mort_db
North Macedonia,MKD,2018,f,50,213,54,who_mort_db
North Macedonia,MKD,2018,f,55,387,59,who_mort_db
North Macedonia,MKD,2018,f,60,593,64,who_mort_db
North Macedonia,MKD,2018,f,65,874,69,who_mort_db
North Macedonia,MKD,2018,f,70,1080,74,who_mort_db
North Macedonia,MKD,2018,f,75,1611,79,who_mort_db
North Macedonia,MKD,2018,f,80,2023,84,who_mort_db
North Macedonia,MKD,2018,f,85,1519,89,who_mort_db
North Macedonia,MKD,2018,f,90,545,94,who_mort_db
North Macedonia,MKD,2018,f,95,148,15,who_mort_db
North Macedonia,MKD,2018,m,0,71,0,who_mort_db
North Macedonia,MKD,2018,m,1,11,4,who_mort_db
North Macedonia,MKD,2018,m,5,6,9,who_mort_db
North Macedonia,MKD,2018,m,10,15,14,who_mort_db
North Macedonia,MKD,2018,m,15,22,19,who_mort_db
North Macedonia,MKD,2018,m,20,32,24,who_mort_db
North Macedonia,MKD,2018,m,25,52,29,who_mort_db
North Macedonia,MKD,2018,m,30,62,34,who_mort_db
North Macedonia,MKD,2018,m,35,100,39,who_mort_db
North Macedonia,MKD,2018,m,40,144,44,who_mort_db
North Macedonia,MKD,2018,m,45,224,49,who_mort_db
North Macedonia,MKD,2018,m,50,432,54,who_mort_db
North Macedonia,MKD,2018,m,55,710,59,who_mort_db
North Macedonia,MKD,2018,m,60,1026,64,who_mort_db
North Macedonia,MKD,2018,m,65,1331,69,who_mort_db
North Macedonia,MKD,2018,m,70,1325,74,who_mort_db
North Macedonia,MKD,2018,m,75,1582,79,who_mort_db
North Macedonia,MKD,2018,m,80,1661,84,who_mort_db
North Macedonia,MKD,2018,m,85,1073,89,who_mort_db
North Macedonia,MKD,2018,m,90,395,94,who_mort_db
North Macedonia,MKD,2018,m,95,65,15,who_mort_db
North Macedonia,MKD,2019,f,0,47,0,who_mort_db
North Macedonia,MKD,2019,f,1,7,4,who_mort_db
North Macedonia,MKD,2019,f,5,12,9,who_mort_db
North Macedonia,MKD,2019,f,10,8,14,who_mort_db
North Macedonia,MKD,2019,f,15,12,19,who_mort_db
North Macedonia,MKD,2019,f,20,11,24,who_mort_db
North Macedonia,MKD,2019,f,25,21,29,who_mort_db
North Macedonia,MKD,2019,f,30,24,34,who_mort_db
North Macedonia,MKD,2019,f,35,45,39,who_mort_db
North Macedonia,MKD,2019,f,40,78,44,who_mort_db
North Macedonia,MKD,2019,f,45,121,49,who_mort_db
North Macedonia,MKD,2019,f,50,198,54,who_mort_db
North Macedonia,MKD,2019,f,55,388,59,who_mort_db
North Macedonia,MKD,2019,f,60,611,64,who_mort_db
North Macedonia,MKD,2019,f,65,898,69,who_mort_db
North Macedonia,MKD,2019,f,70,1157,74,who_mort_db
North Macedonia,MKD,2019,f,75,1705,79,who_mort_db
North Macedonia,MKD,2019,f,80,2080,84,who_mort_db
North Macedonia,MKD,2019,f,85,1667,89,who_mort_db
North Macedonia,MKD,2019,f,90,592,94,who_mort_db
North Macedonia,MKD,2019,f,95,148,15,who_mort_db
North Macedonia,MKD,2019,m,0,65,0,who_mort_db
North Macedonia,MKD,2019,m,1,19,4,who_mort_db
North Macedonia,MKD,2019,m,5,3,9,who_mort_db
North Macedonia,MKD,2019,m,10,10,14,who_mort_db
North Macedonia,MKD,2019,m,15,16,19,who_mort_db
North Macedonia,MKD,2019,m,20,33,24,who_mort_db
North Macedonia,MKD,2019,m,25,47,29,who_mort_db
North Macedonia,MKD,2019,m,30,57,34,who_mort_db
North Macedonia,MKD,2019,m,35,91,39,who_mort_db
North Macedonia,MKD,2019,m,40,113,44,who_mort_db
North Macedonia,MKD,2019,m,45,249,49,who_mort_db
North Macedonia,MKD,2019,m,50,416,54,who_mort_db
North Macedonia,MKD,2019,m,55,688,59,who_mort_db
North Macedonia,MKD,2019,m,60,1062,64,who_mort_db
North Macedonia,MKD,2019,m,65,1331,69,who_mort_db
North Macedonia,MKD,2019,m,70,1424,74,who_mort_db
North Macedonia,MKD,2019,m,75,1622,79,who_mort_db
North Macedonia,MKD,2019,m,80,1718,84,who_mort_db
North Macedonia,MKD,2019,m,85,1144,89,who_mort_db
North Macedonia,MKD,2019,m,90,421,94,who_mort_db
North Macedonia,MKD,2019,m,95,87,15,who_mort_db
North Macedonia,MKD,2020,f,0,55,0,who_mort_db
North Macedonia,MKD,2020,f,1,10,4,who_mort_db
North Macedonia,MKD,2020,f,5,5,9,who_mort_db
North Macedonia,MKD,2020,f,10,9,14,who_mort_db
North Macedonia,MKD,2020,f,15,13,19,who_mort_db
North Macedonia,MKD,2020,f,20,19,24,who_mort_db
North Macedonia,MKD,2020,f,25,14,29,who_mort_db
North Macedonia,MKD,2020,f,30,43,34,who_mort_db
North Macedonia,MKD,2020,f,35,61,39,who_mort_db
North Macedonia,MKD,2020,f,40,94,44,who_mort_db
North Macedonia,MKD,2020,f,45,183,49,who_mort_db
North Macedonia,MKD,2020,f,50,290,54,who_mort_db
North Macedonia,MKD,2020,f,55,483,59,who_mort_db
North Macedonia,MKD,2020,f,60,762,64,who_mort_db
North Macedonia,MKD,2020,f,65,1179,69,who_mort_db
North Macedonia,MKD,2020,f,70,1560,74,who_mort_db
North Macedonia,MKD,2020,f,75,1964,79,who_mort_db
North Macedonia,MKD,2020,f,80,2453,84,who_mort_db
North Macedonia,MKD,2020,f,85,1849,89,who_mort_db
North Macedonia,MKD,2020,f,90,657,94,who_mort_db
North Macedonia,MKD,2020,f,95,137,15,who_mort_db
North Macedonia,MKD,2020,m,0,53,0,who_mort_db
North Macedonia,MKD,2020,m,1,7,4,who_mort_db
North Macedonia,MKD,2020,m,5,13,9,who_mort_db
North Macedonia,MKD,2020,m,10,11,14,who_mort_db
North Macedonia,MKD,2020,m,15,25,19,who_mort_db
North Macedonia,MKD,2020,m,20,35,24,who_mort_db
North Macedonia,MKD,2020,m,25,35,29,who_mort_db
North Macedonia,MKD,2020,m,30,58,34,who_mort_db
North Macedonia,MKD,2020,m,35,106,39,who_mort_db
North Macedonia,MKD,2020,m,40,199,44,who_mort_db
North Macedonia,MKD,2020,m,45,292,49,who_mort_db
North Macedonia,MKD,2020,m,50,527,54,who_mort_db
North Macedonia,MKD,2020,m,55,886,59,who_mort_db
North Macedonia,MKD,2020,m,60,1490,64,who_mort_db
North Macedonia,MKD,2020,m,65,1890,69,who_mort_db
North Macedonia,MKD,2020,m,70,1994,74,who_mort_db
North Macedonia,MKD,2020,m,75,2097,79,who_mort_db
North Macedonia,MKD,2020,m,80,2165,84,who_mort_db
North Macedonia,MKD,2020,m,85,1472,89,who_mort_db
North Macedonia,MKD,2020,m,90,469,94,who_mort_db
North Macedonia,MKD,2020,m,95,90,15,who_mort_db
Mauritius,MUS,2015,f,0,80,0,who_mort_db
Mauritius,MUS,2015,f,1,11,4,who_mort_db
Mauritius,MUS,2015,f,5,4,9,who_mort_db
Mauritius,MUS,2015,f,10,8,14,who_mort_db
Mauritius,MUS,2015,f,15,20,19,who_mort_db
Mauritius,MUS,2015,f,20,31,24,who_mort_db
Mauritius,MUS,2015,f,25,30,29,who_mort_db
Mauritius,MUS,2015,f,30,45,34,who_mort_db
Mauritius,MUS,2015,f,35,57,39,who_mort_db
Mauritius,MUS,2015,f,40,87,44,who_mort_db
Mauritius,MUS,2015,f,45,141,49,who_mort_db
Mauritius,MUS,2015,f,50,195,54,who_mort_db
Mauritius,MUS,2015,f,55,271,59,who_mort_db
Mauritius,MUS,2015,f,60,383,64,who_mort_db
Mauritius,MUS,2015,f,65,412,69,who_mort_db
Mauritius,MUS,2015,f,70,430,74,who_mort_db
Mauritius,MUS,2015,f,75,494,79,who_mort_db
Mauritius,MUS,2015,f,80,510,84,who_mort_db
Mauritius,MUS,2015,f,85,547,89,who_mort_db
Mauritius,MUS,2015,f,90,307,94,who_mort_db
Mauritius,MUS,2015,f,95,127,15,who_mort_db
Mauritius,MUS,2015,m,0,85,0,who_mort_db
Mauritius,MUS,2015,m,1,11,4,who_mort_db
Mauritius,MUS,2015,m,5,8,9,who_mort_db
Mauritius,MUS,2015,m,10,6,14,who_mort_db
Mauritius,MUS,2015,m,15,43,19,who_mort_db
Mauritius,MUS,2015,m,20,62,24,who_mort_db
Mauritius,MUS,2015,m,25,81,29,who_mort_db
Mauritius,MUS,2015,m,30,105,34,who_mort_db
Mauritius,MUS,2015,m,35,174,39,who_mort_db
Mauritius,MUS,2015,m,40,203,44,who_mort_db
Mauritius,MUS,2015,m,45,279,49,who_mort_db
Mauritius,MUS,2015,m,50,429,54,who_mort_db
Mauritius,MUS,2015,m,55,487,59,who_mort_db
Mauritius,MUS,2015,m,60,650,64,who_mort_db
Mauritius,MUS,2015,m,65,626,69,who_mort_db
Mauritius,MUS,2015,m,70,529,74,who_mort_db
Mauritius,MUS,2015,m,75,503,79,who_mort_db
Mauritius,MUS,2015,m,80,438,84,who_mort_db
Mauritius,MUS,2015,m,85,341,89,who_mort_db
Mauritius,MUS,2015,m,90,180,94,who_mort_db
Mauritius,MUS,2015,m,95,66,15,who_mort_db
Mauritius,MUS,2016,f,0,68,0,who_mort_db
Mauritius,MUS,2016,f,1,10,4,who_mort_db
Mauritius,MUS,2016,f,5,4,9,who_mort_db
Mauritius,MUS,2016,f,10,14,14,who_mort_db
Mauritius,MUS,2016,f,15,10,19,who_mort_db
Mauritius,MUS,2016,f,20,23,24,who_mort_db
Mauritius,MUS,2016,f,25,28,29,who_mort_db
Mauritius,MUS,2016,f,30,35,34,who_mort_db
Mauritius,MUS,2016,f,35,55,39,who_mort_db
Mauritius,MUS,2016,f,40,83,44,who_mort_db
Mauritius,MUS,2016,f,45,144,49,who_mort_db
Mauritius,MUS,2016,f,50,208,54,who_mort_db
Mauritius,MUS,2016,f,55,277,59,who_mort_db
Mauritius,MUS,2016,f,60,411,64,who_mort_db
Mauritius,MUS,2016,f,65,475,69,who_mort_db
Mauritius,MUS,2016,f,70,486,74,who_mort_db
Mauritius,MUS,2016,f,75,518,79,who_mort_db
Mauritius,MUS,2016,f,80,541,84,who_mort_db
Mauritius,MUS,2016,f,85,544,89,who_mort_db
Mauritius,MUS,2016,f,90,357,94,who_mort_db
Mauritius,MUS,2016,f,95,169,15,who_mort_db
Mauritius,MUS,2016,m,0,75,0,who_mort_db
Mauritius,MUS,2016,m,1,10,4,who_mort_db
Mauritius,MUS,2016,m,5,6,9,who_mort_db
Mauritius,MUS,2016,m,10,9,14,who_mort_db
Mauritius,MUS,2016,m,15,46,19,who_mort_db
Mauritius,MUS,2016,m,20,64,24,who_mort_db
Mauritius,MUS,2016,m,25,75,29,who_mort_db
Mauritius,MUS,2016,m,30,91,34,who_mort_db
Mauritius,MUS,2016,m,35,159,39,who_mort_db
Mauritius,MUS,2016,m,40,189,44,who_mort_db
Mauritius,MUS,2016,m,45,287,49,who_mort_db
Mauritius,MUS,2016,m,50,446,54,who_mort_db
Mauritius,MUS,2016,m,55,545,59,who_mort_db
Mauritius,MUS,2016,m,60,647,64,who_mort_db
Mauritius,MUS,2016,m,65,674,69,who_mort_db
Mauritius,MUS,2016,m,70,569,74,who_mort_db
Mauritius,MUS,2016,m,75,531,79,who_mort_db
Mauritius,MUS,2016,m,80,473,84,who_mort_db
Mauritius,MUS,2016,m,85,341,89,who_mort_db
Mauritius,MUS,2016,m,90,179,94,who_mort_db
Mauritius,MUS,2016,m,95,44,15,who_mort_db
Mauritius,MUS,2017,f,0,59,0,who_mort_db
Mauritius,MUS,2017,f,1,11,4,who_mort_db
Mauritius,MUS,2017,f,5,6,9,who_mort_db
Mauritius,MUS,2017,f,10,6,14,who_mort_db
Mauritius,MUS,2017,f,15,18,19,who_mort_db
Mauritius,MUS,2017,f,20,31,24,who_mort_db
Mauritius,MUS,2017,f,25,37,29,who_mort_db
Mauritius,MUS,2017,f,30,46,34,who_mort_db
Mauritius,MUS,2017,f,35,70,39,who_mort_db
Mauritius,MUS,2017,f,40,91,44,who_mort_db
Mauritius,MUS,2017,f,45,120,49,who_mort_db
Mauritius,MUS,2017,f,50,216,54,who_mort_db
Mauritius,MUS,2017,f,55,288,59,who_mort_db
Mauritius,MUS,2017,f,60,355,64,who_mort_db
Mauritius,MUS,2017,f,65,502,69,who_mort_db
Mauritius,MUS,2017,f,70,505,74,who_mort_db
Mauritius,MUS,2017,f,75,494,79,who_mort_db
Mauritius,MUS,2017,f,80,551,84,who_mort_db
Mauritius,MUS,2017,f,85,524,89,who_mort_db
Mauritius,MUS,2017,f,90,371,94,who_mort_db
Mauritius,MUS,2017,f,95,167,15,who_mort_db
Mauritius,MUS,2017,m,0,89,0,who_mort_db
Mauritius,MUS,2017,m,1,17,4,who_mort_db
Mauritius,MUS,2017,m,5,7,9,who_mort_db
Mauritius,MUS,2017,m,10,10,14,who_mort_db
Mauritius,MUS,2017,m,15,35,19,who_mort_db
Mauritius,MUS,2017,m,20,58,24,who_mort_db
Mauritius,MUS,2017,m,25,83,29,who_mort_db
Mauritius,MUS,2017,m,30,88,34,who_mort_db
Mauritius,MUS,2017,m,35,137,39,who_mort_db
Mauritius,MUS,2017,m,40,179,44,who_mort_db
Mauritius,MUS,2017,m,45,235,49,who_mort_db
Mauritius,MUS,2017,m,50,491,54,who_mort_db
Mauritius,MUS,2017,m,55,530,59,who_mort_db
Mauritius,MUS,2017,m,60,661,64,who_mort_db
Mauritius,MUS,2017,m,65,714,69,who_mort_db
Mauritius,MUS,2017,m,70,550,74,who_mort_db
Mauritius,MUS,2017,m,75,519,79,who_mort_db
Mauritius,MUS,2017,m,80,470,84,who_mort_db
Mauritius,MUS,2017,m,85,310,89,who_mort_db
Mauritius,MUS,2017,m,90,214,94,who_mort_db
Mauritius,MUS,2017,m,95,49,15,who_mort_db
Mauritius,MUS,2018,f,0,88,0,who_mort_db
Mauritius,MUS,2018,f,1,15,4,who_mort_db
Mauritius,MUS,2018,f,5,3,9,who_mort_db
Mauritius,MUS,2018,f,10,9,14,who_mort_db
Mauritius,MUS,2018,f,15,21,19,who_mort_db
Mauritius,MUS,2018,f,20,25,24,who_mort_db
Mauritius,MUS,2018,f,25,37,29,who_mort_db
Mauritius,MUS,2018,f,30,34,34,who_mort_db
Mauritius,MUS,2018,f,35,67,39,who_mort_db
Mauritius,MUS,2018,f,40,107,44,who_mort_db
Mauritius,MUS,2018,f,45,142,49,who_mort_db
Mauritius,MUS,2018,f,50,212,54,who_mort_db
Mauritius,MUS,2018,f,55,294,59,who_mort_db
Mauritius,MUS,2018,f,60,400,64,who_mort_db
Mauritius,MUS,2018,f,65,512,69,who_mort_db
Mauritius,MUS,2018,f,70,537,74,who_mort_db
Mauritius,MUS,2018,f,75,537,79,who_mort_db
Mauritius,MUS,2018,f,80,630,84,who_mort_db
Mauritius,MUS,2018,f,85,516,89,who_mort_db
Mauritius,MUS,2018,f,90,468,94,who_mort_db
Mauritius,MUS,2018,f,95,194,15,who_mort_db
Mauritius,MUS,2018,m,0,93,0,who_mort_db
Mauritius,MUS,2018,m,1,18,4,who_mort_db
Mauritius,MUS,2018,m,5,7,9,who_mort_db
Mauritius,MUS,2018,m,10,10,14,who_mort_db
Mauritius,MUS,2018,m,15,46,19,who_mort_db
Mauritius,MUS,2018,m,20,66,24,who_mort_db
Mauritius,MUS,2018,m,25,80,29,who_mort_db
Mauritius,MUS,2018,m,30,71,34,who_mort_db
Mauritius,MUS,2018,m,35,174,39,who_mort_db
Mauritius,MUS,2018,m,40,216,44,who_mort_db
Mauritius,MUS,2018,m,45,298,49,who_mort_db
Mauritius,MUS,2018,m,50,448,54,who_mort_db
Mauritius,MUS,2018,m,55,565,59,who_mort_db
Mauritius,MUS,2018,m,60,640,64,who_mort_db
Mauritius,MUS,2018,m,65,841,69,who_mort_db
Mauritius,MUS,2018,m,70,675,74,who_mort_db
Mauritius,MUS,2018,m,75,566,79,who_mort_db
Mauritius,MUS,2018,m,80,494,84,who_mort_db
Mauritius,MUS,2018,m,85,346,89,who_mort_db
Mauritius,MUS,2018,m,90,226,94,who_mort_db
Mauritius,MUS,2018,m,95,59,15,who_mort_db
Mauritius,MUS,2019,f,0,84,0,who_mort_db
Mauritius,MUS,2019,f,1,10,4,who_mort_db
Mauritius,MUS,2019,f,5,5,9,who_mort_db
Mauritius,MUS,2019,f,10,7,14,who_mort_db
Mauritius,MUS,2019,f,15,18,19,who_mort_db
Mauritius,MUS,2019,f,20,22,24,who_mort_db
Mauritius,MUS,2019,f,25,35,29,who_mort_db
Mauritius,MUS,2019,f,30,43,34,who_mort_db
Mauritius,MUS,2019,f,35,65,39,who_mort_db
Mauritius,MUS,2019,f,40,113,44,who_mort_db
Mauritius,MUS,2019,f,45,141,49,who_mort_db
Mauritius,MUS,2019,f,50,231,54,who_mort_db
Mauritius,MUS,2019,f,55,343,59,who_mort_db
Mauritius,MUS,2019,f,60,394,64,who_mort_db
Mauritius,MUS,2019,f,65,559,69,who_mort_db
Mauritius,MUS,2019,f,70,585,74,who_mort_db
Mauritius,MUS,2019,f,75,607,79,who_mort_db
Mauritius,MUS,2019,f,80,616,84,who_mort_db
Mauritius,MUS,2019,f,85,544,89,who_mort_db
Mauritius,MUS,2019,f,90,421,94,who_mort_db
Mauritius,MUS,2019,f,95,207,15,who_mort_db
Mauritius,MUS,2019,m,0,103,0,who_mort_db
Mauritius,MUS,2019,m,1,9,4,who_mort_db
Mauritius,MUS,2019,m,5,12,9,who_mort_db
Mauritius,MUS,2019,m,10,14,14,who_mort_db
Mauritius,MUS,2019,m,15,36,19,who_mort_db
Mauritius,MUS,2019,m,20,83,24,who_mort_db
Mauritius,MUS,2019,m,25,83,29,who_mort_db
Mauritius,MUS,2019,m,30,118,34,who_mort_db
Mauritius,MUS,2019,m,35,180,39,who_mort_db
Mauritius,MUS,2019,m,40,212,44,who_mort_db
Mauritius,MUS,2019,m,45,295,49,who_mort_db
Mauritius,MUS,2019,m,50,417,54,who_mort_db
Mauritius,MUS,2019,m,55,569,59,who_mort_db
Mauritius,MUS,2019,m,60,811,64,who_mort_db
Mauritius,MUS,2019,m,65,831,69,who_mort_db
Mauritius,MUS,2019,m,70,654,74,who_mort_db
Mauritius,MUS,2019,m,75,611,79,who_mort_db
Mauritius,MUS,2019,m,80,536,84,who_mort_db
Mauritius,MUS,2019,m,85,309,89,who_mort_db
Mauritius,MUS,2019,m,90,178,94,who_mort_db
Mauritius,MUS,2019,m,95,63,15,who_mort_db
Mauritius,MUS,2020,f,0,74,0,who_mort_db
Mauritius,MUS,2020,f,1,5,4,who_mort_db
Mauritius,MUS,2020,f,5,4,9,who_mort_db
Mauritius,MUS,2020,f,10,2,14,who_mort_db
Mauritius,MUS,2020,f,15,24,19,who_mort_db
Mauritius,MUS,2020,f,20,21,24,who_mort_db
Mauritius,MUS,2020,f,25,29,29,who_mort_db
Mauritius,MUS,2020,f,30,43,34,who_mort_db
Mauritius,MUS,2020,f,35,64,39,who_mort_db
Mauritius,MUS,2020,f,40,97,44,who_mort_db
Mauritius,MUS,2020,f,45,113,49,who_mort_db
Mauritius,MUS,2020,f,50,233,54,who_mort_db
Mauritius,MUS,2020,f,55,293,59,who_mort_db
Mauritius,MUS,2020,f,60,390,64,who_mort_db
Mauritius,MUS,2020,f,65,551,69,who_mort_db
Mauritius,MUS,2020,f,70,580,74,who_mort_db
Mauritius,MUS,2020,f,75,579,79,who_mort_db
Mauritius,MUS,2020,f,80,672,84,who_mort_db
Mauritius,MUS,2020,f,85,528,89,who_mort_db
Mauritius,MUS,2020,f,90,385,94,who_mort_db
Mauritius,MUS,2020,f,95,187,15,who_mort_db
Mauritius,MUS,2020,m,0,126,0,who_mort_db
Mauritius,MUS,2020,m,1,7,4,who_mort_db
Mauritius,MUS,2020,m,5,4,9,who_mort_db
Mauritius,MUS,2020,m,10,17,14,who_mort_db
Mauritius,MUS,2020,m,15,38,19,who_mort_db
Mauritius,MUS,2020,m,20,63,24,who_mort_db
Mauritius,MUS,2020,m,25,97,29,who_mort_db
Mauritius,MUS,2020,m,30,104,34,who_mort_db
Mauritius,MUS,2020,m,35,156,39,who_mort_db
Mauritius,MUS,2020,m,40,280,44,who_mort_db
Mauritius,MUS,2020,m,45,287,49,who_mort_db
Mauritius,MUS,2020,m,50,439,54,who_mort_db
Mauritius,MUS,2020,m,55,573,59,who_mort_db
Mauritius,MUS,2020,m,60,745,64,who_mort_db
Mauritius,MUS,2020,m,65,820,69,who_mort_db
Mauritius,MUS,2020,m,70,710,74,who_mort_db
Mauritius,MUS,2020,m,75,584,79,who_mort_db
Mauritius,MUS,2020,m,80,511,84,who_mort_db
Mauritius,MUS,2020,m,85,332,89,who_mort_db
Mauritius,MUS,2020,m,90,214,94,who_mort_db
Mauritius,MUS,2020,m,95,79,15,who_mort_db
Netherlands,NLD,2015,f,0,248,0,who_mort_db
Netherlands,NLD,2015,f,1,36,4,who_mort_db
Netherlands,NLD,2015,f,5,30,9,who_mort_db
Netherlands,NLD,2015,f,10,42,14,who_mort_db
Netherlands,NLD,2015,f,15,67,19,who_mort_db
Netherlands,NLD,2015,f,20,73,24,who_mort_db
Netherlands,NLD,2015,f,25,121,29,who_mort_db
Netherlands,NLD,2015,f,30,162,34,who_mort_db
Netherlands,NLD,2015,f,35,239,39,who_mort_db
Netherlands,NLD,2015,f,40,480,44,who_mort_db
Netherlands,NLD,2015,f,45,914,49,who_mort_db
Netherlands,NLD,2015,f,50,1570,54,who_mort_db
Netherlands,NLD,2015,f,55,2377,59,who_mort_db
Netherlands,NLD,2015,f,60,3408,64,who_mort_db
Netherlands,NLD,2015,f,65,5010,69,who_mort_db
Netherlands,NLD,2015,f,70,5718,74,who_mort_db
Netherlands,NLD,2015,f,75,7822,79,who_mort_db
Netherlands,NLD,2015,f,80,12066,84,who_mort_db
Netherlands,NLD,2015,f,85,15759,89,who_mort_db
Netherlands,NLD,2015,f,90,13859,94,who_mort_db
Netherlands,NLD,2015,f,95,6104,15,who_mort_db
Netherlands,NLD,2015,m,0,313,0,who_mort_db
Netherlands,NLD,2015,m,1,62,4,who_mort_db
Netherlands,NLD,2015,m,5,30,9,who_mort_db
Netherlands,NLD,2015,m,10,44,14,who_mort_db
Netherlands,NLD,2015,m,15,120,19,who_mort_db
Netherlands,NLD,2015,m,20,203,24,who_mort_db
Netherlands,NLD,2015,m,25,241,29,who_mort_db
Netherlands,NLD,2015,m,30,278,34,who_mort_db
Netherlands,NLD,2015,m,35,385,39,who_mort_db
Netherlands,NLD,2015,m,40,620,44,who_mort_db
Netherlands,NLD,2015,m,45,1220,49,who_mort_db
Netherlands,NLD,2015,m,50,2001,54,who_mort_db
Netherlands,NLD,2015,m,55,3083,59,who_mort_db
Netherlands,NLD,2015,m,60,4656,64,who_mort_db
Netherlands,NLD,2015,m,65,7383,69,who_mort_db
Netherlands,NLD,2015,m,70,8512,74,who_mort_db
Netherlands,NLD,2015,m,75,10421,79,who_mort_db
Netherlands,NLD,2015,m,80,12413,84,who_mort_db
Netherlands,NLD,2015,m,85,11045,89,who_mort_db
Netherlands,NLD,2015,m,90,6334,94,who_mort_db
Netherlands,NLD,2015,m,95,1665,15,who_mort_db
Netherlands,NLD,2016,f,0,274,0,who_mort_db
Netherlands,NLD,2016,f,1,41,4,who_mort_db
Netherlands,NLD,2016,f,5,30,9,who_mort_db
Netherlands,NLD,2016,f,10,37,14,who_mort_db
Netherlands,NLD,2016,f,15,67,19,who_mort_db
Netherlands,NLD,2016,f,20,104,24,who_mort_db
Netherlands,NLD,2016,f,25,136,29,who_mort_db
Netherlands,NLD,2016,f,30,186,34,who_mort_db
Netherlands,NLD,2016,f,35,274,39,who_mort_db
Netherlands,NLD,2016,f,40,441,44,who_mort_db
Netherlands,NLD,2016,f,45,888,49,who_mort_db
Netherlands,NLD,2016,f,50,1659,54,who_mort_db
Netherlands,NLD,2016,f,55,2467,59,who_mort_db
Netherlands,NLD,2016,f,60,3327,64,who_mort_db
Netherlands,NLD,2016,f,65,5080,69,who_mort_db
Netherlands,NLD,2016,f,70,5961,74,who_mort_db
Netherlands,NLD,2016,f,75,7934,79,who_mort_db
Netherlands,NLD,2016,f,80,11772,84,who_mort_db
Netherlands,NLD,2016,f,85,15753,89,who_mort_db
