Country,iso3,sex,age,Nx,Dxhat_WM,Dx_expected,Dx_observed,GHE_2019,Dxhat_spinoff
Kuwait,KWT,Female,20,93733,14.8919820917688,15.2717733130236,NA,NA,14.221571139000009
Kuwait,KWT,Female,25,89429,17.9573935196479,18.5442961658144,NA,NA,14.812618386873682
Kuwait,KWT,Female,30,139942,38.4050657859226,39.2702742334893,NA,NA,27.30349820662294
Kuwait,KWT,Female,35,185932,71.4384840087343,70.9046618104668,NA,NA,43.29891478863468
Kuwait,KWT,Female,40,174385,108.675901735351,105.811572240235,NA,NA,55.62822339580975
Kuwait,KWT,Female,45,160638,171.345509583039,166.89866549233,NA,NA,76.17541971605867
Kuwait,KWT,Female,50,119193,193.839647582598,188.715484510935,NA,NA,107.48343681916481
Kuwait,KWT,Female,55,70000,200.596713895407,196.351371167447,NA,NA,163.92979819873344
Kuwait,KWT,Female,60,48977,238.877130844722,235.621645400936,NA,NA,330.0870211479046
Kuwait,KWT,Female,65,22924,199.044550443586,199.623894020237,NA,NA,345.0801588634248
Kuwait,KWT,Female,70,14157,216.175224834011,214.895667333261,NA,NA,497.02553916515956
Kuwait,KWT,Female,75,6792,181.402728631712,175.625393099772,NA,NA,502.1542441789924
Kuwait,KWT,Female,80,3524,194.448366668705,182.170438805353,NA,NA,572.1737486272954
Kuwait,KWT,Female,85,997,132.650499233196,122.174186504189,NA,NA,332.1301647830121
Kuwait,KWT,Male,0,148199,192.374316832437,271.619396781634,NA,NA,128.30759466687414
Kuwait,KWT,Male,5,170630,26.3319270001826,34.9069104297683,NA,NA,19.41910800737444
Kuwait,KWT,Male,10,172936,37.6443422323833,44.7244789881406,NA,NA,19.563875020839355
Kuwait,KWT,Male,15,124293,59.5938470086543,65.4504570558155,NA,NA,49.558893647626704
Kuwait,KWT,Male,20,113361,81.2064243443602,86.1764351234904,NA,NA,58.41843976526668
Kuwait,KWT,Male,25,148359,103.96619887883,109.084095093026,NA,NA,67.21987005061133
Kuwait,KWT,Male,30,226455,188.362279869232,195.260530216516,NA,NA,83.56883728660226
Kuwait,KWT,Male,35,326227,316.54682679158,319.616398622566,NA,NA,164.97998666339234
Kuwait,KWT,Male,40,340377,477.298631621576,461.425722243499,NA,NA,230.8147513273777
Kuwait,KWT,Male,45,289969,699.705904952032,650.141206754434,NA,NA,323.3085012611621
Kuwait,KWT,Male,50,228008,881.361798954234,803.949780835601,NA,NA,422.0568204140852
Kuwait,KWT,Male,55,144098,900.008182164435,817.039872246764,NA,NA,371.3811025898147
Kuwait,KWT,Male,60,100286,1052.91828867513,946.849945407464,NA,NA,737.6390410160195
Kuwait,KWT,Male,65,48076,744.526241428795,658.867934361876,NA,NA,833.385598129762
Kuwait,KWT,Male,70,17995,469.281808323965,416.701243255359,NA,NA,667.087997024955
Kuwait,KWT,Male,75,9606,456.57504921152,405.792833746056,NA,NA,857.2463334721514
Kuwait,KWT,Male,80,4417,362.568853863723,314.162193867914,NA,NA,782.6951718296848
Kuwait,KWT,Male,85,1154,208.721840551831,177.807075001632,NA,NA,407.5863958277904
Lao People's Democratic Republic,LAO,Female,0,390551,2626.07179635376,3282.41466274508,NA,NA,2192.1251510672446
Lao People's Democratic Republic,LAO,Female,5,377842,204.329952107797,249.552065101404,NA,NA,191.03052127738383
Lao People's Democratic Republic,LAO,Female,10,372415,251.88783072216,279.739814912057,NA,NA,154.7960894199948
Lao People's Democratic Republic,LAO,Female,15,349642,232.039366200932,242.508256812251,NA,NA,242.638056903255
Lao People's Democratic Republic,LAO,Female,20,343139,319.595870000697,327.033956282081,NA,NA,341.54031689882487
Lao People's Democratic Republic,LAO,Female,25,333831,373.389627241239,382.37816426828,NA,NA,394.36567017783074
Lao People's Democratic Republic,LAO,Female,30,292854,428.453064656946,434.703597273413,NA,NA,412.20818313146134
Lao People's Democratic Republic,LAO,Female,35,248297,507.153790945239,507.154196818982,NA,NA,444.1519471008747
Lao People's Democratic Republic,LAO,Female,40,208638,647.377008188426,635.95526267777,NA,NA,503.23616722558046
Lao People's Democratic Republic,LAO,Female,45,177687,793.179434026708,775.825170133799,NA,NA,618.30991511261
Lao People's Democratic Republic,LAO,Female,50,145561,1006.87603806501,983.114385500288,NA,NA,755.9734288002047
Lao People's Democratic Republic,LAO,Female,55,118982,1209.20978891571,1196.44115082891,NA,NA,953.5178562111198
Lao People's Democratic Republic,LAO,Female,60,92509,1477.16818532315,1467.12464079777,NA,NA,1244.2726019518984
Lao People's Democratic Republic,LAO,Female,65,69532,1688.7166147702,1690.51398939661,NA,NA,1687.6847150898989
Lao People's Democratic Republic,LAO,Female,70,48290,1940.52579195446,1925.9784379197,NA,NA,2225.7364687786726
Lao People's Democratic Republic,LAO,Female,75,29883,1943.08123466577,1907.86578803331,NA,NA,2674.621233908988
Lao People's Democratic Republic,LAO,Female,80,16173,1790.90392348281,1709.63289761002,NA,NA,2846.598860734465
Lao People's Democratic Republic,LAO,Female,85,7936,1696.81987734585,1590.89441502145,NA,NA,3278.9018451286156
Lao People's Democratic Republic,LAO,Male,0,406336,3310.16860619268,4240.37259006982,NA,NA,2786.78632767324
Lao People's Democratic Republic,LAO,Male,5,392013,229.055310310653,292.821173163341,NA,NA,255.92976913347067
Lao People's Democratic Republic,LAO,Male,10,385184,359.308308616569,415.584689059999,NA,NA,206.03208827942856
Lao People's Democratic Republic,LAO,Male,15,359010,393.375839172649,426.653530657239,NA,NA,349.82149188212895
Lao People's Democratic Republic,LAO,Male,20,348860,583.725208592788,612.811321156269,NA,NA,501.3840746361992
Lao People's Democratic Republic,LAO,Male,25,336795,590.698087357718,619.855129445422,NA,NA,497.2135008417525
Lao People's Democratic Republic,LAO,Male,30,298072,624.220162192696,646.017845947988,NA,NA,491.9537113054421
Lao People's Democratic Republic,LAO,Male,35,247306,705.159480973057,709.412120550361,NA,NA,526.0849657163905
Lao People's Democratic Republic,LAO,Male,40,207919,928.333729189441,899.594944357479,NA,NA,634.0311397047938
Lao People's Democratic Republic,LAO,Male,45,178440,1219.06406924871,1154.17830109399,NA,NA,829.2550131260454
Lao People's Democratic Republic,LAO,Male,50,143371,1587.7217750532,1478.19348239501,NA,NA,1053.137146389271
Lao People's Democratic Republic,LAO,Male,55,118663,2037.27461591831,1881.70307153075,NA,NA,1433.6419790509487
Lao People's Democratic Republic,LAO,Male,60,91761,2480.25542413707,2272.1313024152,NA,NA,1830.9226656834535
Lao People's Democratic Republic,LAO,Male,65,64169,2506.04828261668,2292.25646895563,NA,NA,2145.992880641351
Lao People's Democratic Republic,LAO,Male,70,36347,2143.01537213367,1960.19122103844,NA,NA,2153.1996357177445
Lao People's Democratic Republic,LAO,Male,75,21644,1966.92182182424,1789.12730544474,NA,NA,2398.8450132001485
Lao People's Democratic Republic,LAO,Male,80,11155,1606.75438609011,1432.91185767903,NA,NA,2265.921099465605
Lao People's Democratic Republic,LAO,Male,85,4749,1239.38201114812,1099.84035143482,NA,NA,2125.4001543688896
Lebanon,LBN,Female,0,277059,197.234150256366,261.242319355366,NA,NA,307.8483759391017
Lebanon,LBN,Female,5,279486,23.6658781913749,29.1742691665891,NA,NA,25.66742833348887
Lebanon,LBN,Female,10,265065,26.5937842632524,29.1742691665891,NA,NA,20.52043734954256
Lebanon,LBN,Female,15,284730,64.9231706984361,65.6421056248254,NA,NA,37.63339471376081
Lebanon,LBN,Female,20,299034,82.0581769875421,80.8922917800878,NA,NA,57.18222741405829
Lebanon,LBN,Female,25,303301,95.3298276303972,94.1533232194466,NA,NA,71.14364345543386
Lebanon,LBN,Female,30,282214,116.67904014473,114.044870378485,NA,NA,82.05108891258453
Lebanon,LBN,Female,35,259003,160.808784677859,154.491016268528,NA,NA,101.2877494378688
Lebanon,LBN,Female,40,228530,227.390917068978,213.502606173675,NA,NA,130.21768521937014
Lebanon,LBN,Female,45,202568,328.479499717617,306.992877821153,NA,NA,185.35228174890537
Lebanon,LBN,Female,50,177158,452.636247559771,422.363851343574,NA,NA,249.01904080315703
Lebanon,LBN,Female,55,136776,541.285789335314,513.201916703181,NA,NA,312.80254765357995
Lebanon,LBN,Female,60,114998,761.590835531959,724.052316588984,NA,NA,467.71827597584786
Lebanon,LBN,Female,65,106759,1083.03743842032,1040.32791641769,NA,NA,842.3019059415285
Lebanon,LBN,Female,70,68500,1101.15272456029,1046.95843213737,NA,NA,1067.0638208718383
Lebanon,LBN,Female,75,41422,1206.82365173311,1131.16598177729,NA,NA,1456.0942239278922
Lebanon,LBN,Female,80,36248,1924.65139810899,1732.55375755221,NA,NA,2762.3597542510324
Lebanon,LBN,Female,85,26845,3074.01469048328,2688.011072758,NA,NA,4805.885886222153
Lebanon,LBN,Male,0,289068,217.368645856059,302.351516817378,NA,NA,297.9107198718874
Lebanon,LBN,Male,5,306544,31.586305919005,41.1091974620119,NA,NA,29.41937497278442
Lebanon,LBN,Male,10,293831,37.8389133766489,43.7614037498836,NA,NA,25.462973213737207
Lebanon,LBN,Male,15,291371,143.084708505765,150.512706836721,NA,NA,54.619109481477516
Lebanon,LBN,Male,20,294138,214.203307358931,217.480915605482,NA,NA,77.97719679423504
Lebanon,LBN,Male,25,280101,198.46309385822,201.567677878252,NA,NA,71.06479394337579
Lebanon,LBN,Male,30,239805,192.599738745412,192.284955870701,NA,NA,69.47361582190372
Lebanon,LBN,Male,35,228624,244.823126732791,236.709411192552,NA,NA,91.90205481131395
Lebanon,LBN,Male,40,224488,364.734616335381,337.493250131678,NA,NA,145.77440199896273
Lebanon,LBN,Male,45,207157,565.670439740675,509.223607271373,NA,NA,256.06573342667104
Lebanon,LBN,Male,50,213215,980.108680271387,862.630095130282,NA,NA,481.4008965709279
Lebanon,LBN,Male,55,197629,1434.63111094265,1249.85221315955,NA,NA,817.4961138950941
Lebanon,LBN,Male,60,134293,1589.52870234387,1369.86454768575,NA,NA,973.9546353795455
Lebanon,LBN,Male,65,91717,1775.68917605149,1528.99692495805,NA,NA,1285.544617381383
Lebanon,LBN,Male,70,62981,1964.80463464412,1687.46625065839,NA,NA,1699.5963662881402
Lebanon,LBN,Male,75,38670,1971.16709777376,1679.50963179478,NA,NA,2046.1837326667855
Lebanon,LBN,Male,80,26526,2238.19739189328,1853.22914365037,NA,NA,2829.013247509604
Lebanon,LBN,Male,85,15588,2429.84199512767,1969.92622031673,NA,NA,3827.6883386477284
Liberia,LBR,Female,0,362542,5594.96612864971,6341.44065465549,NA,NA,4805.33336507573
Liberia,LBR,Female,5,332295,484.728503102426,550.141665068544,NA,NA,464.33620263462836
Liberia,LBR,Female,10,305778,438.701331064481,463.388556346197,NA,NA,310.7802558724548
Liberia,LBR,Female,15,271580,306.68356735323,306.809774749765,NA,NA,403.4468445204205
Liberia,LBR,Female,20,229245,395.04664540552,379.809341845399,NA,NA,500.91735025821015
Liberia,LBR,Female,25,187898,441.674505543014,414.722178282441,NA,NA,548.61156880009
Liberia,LBR,Female,30,166488,542.129995307614,497.243428042723,NA,NA,605.0678390196625
Liberia,LBR,Female,35,147003,645.096138012236,580.822642543521,NA,NA,674.2321169351178
Liberia,LBR,Female,40,122264,730.864583899961,643.24256223399,NA,NA,722.1488851704821
Liberia,LBR,Female,45,99649,804.893272087845,689.793010816713,NA,NA,729.0827169199919
Liberia,LBR,Female,50,80323,946.331686845882,789.241696425258,NA,NA,822.8126857869543
Liberia,LBR,Female,55,65197,1108.16448816082,907.733747363098,NA,NA,912.4432615148875
Liberia,LBR,Female,60,51737,1346.59113176139,1091.81961221296,NA,NA,1110.24688204134
Liberia,LBR,Female,65,38909,1430.73884693167,1164.81917930859,NA,NA,1332.8416827259507
Liberia,LBR,Female,70,25034,1444.84801385397,1198.67405100512,NA,NA,1439.3208004871806
Liberia,LBR,Female,75,17541,1498.98624451309,1267.44175913868,NA,NA,1691.2155816737172
Liberia,LBR,Female,80,8595,1128.77673439543,957.458090167371,NA,NA,1420.1856747476422
Liberia,LBR,Female,85,3060,703.21680469062,606.213796315915,NA,NA,1090.7002664764343
Liberia,LBR,Male,0,377951,6936.55136031868,7760.17137168803,NA,NA,5810.6010230967195
Liberia,LBR,Male,5,346028,538.087695902449,607.271761056432,NA,NA,463.41133219651306
Liberia,LBR,Male,10,317302,487.062630916945,522.634581815117,NA,NA,299.3400640594882
Liberia,LBR,Male,15,280365,345.377568973822,358.65004703507,NA,NA,456.5602084546291
Liberia,LBR,Male,20,233827,422.4724938028,424.243860947089,NA,NA,581.8201208790157
Liberia,LBR,Male,25,189883,443.295405023004,433.765543611737,NA,NA,570.0097171923506
Liberia,LBR,Male,30,167817,539.408579500205,509.93900492892,NA,NA,639.3237373510369
Liberia,LBR,Male,35,148500,670.477223985643,614.677514240047,NA,NA,743.9705729850584
Liberia,LBR,Male,40,123141,815.353616682034,727.879741475305,NA,NA,813.9736143353903
Liberia,LBR,Male,45,99142,889.22356480961,778.662049020094,NA,NA,883.0486012140811
Liberia,LBR,Male,50,77752,992.704640025305,852.719580856244,NA,NA,1019.3745953314693
Liberia,LBR,Male,55,60556,1088.47139276632,914.081535806197,NA,NA,1093.9608226777693
Liberia,LBR,Male,60,45575,1278.37489117051,1053.73288155437,NA,NA,1260.053181149708
Liberia,LBR,Male,65,32249,1300.69409770587,1061.13863473798,NA,NA,1382.651415121783
Liberia,LBR,Male,70,19973,1257.6761145681,1028.34172778197,NA,NA,1409.456199998987
Liberia,LBR,Male,75,13907,1287.74098772909,1053.73288155437,NA,NA,1641.2440656972842
Liberia,LBR,Male,80,6407,903.894747935701,735.28549465892,NA,NA,1236.5097302751874
Liberia,LBR,Male,85,2164,550.300355834993,461.272626865164,NA,NA,850.5730065526215
Libya,LBY,Female,0,303486,526.306772664779,671.335882034726,NA,NA,444.31716248144573
Libya,LBY,Female,5,321796,93.426252280706,114.932703004345,NA,NA,69.7696402347296
Libya,LBY,Female,10,303950,123.450213633578,138.563726051967,NA,NA,58.58020004900197
Libya,LBY,Female,15,274115,140.046855009878,147.156825342012,NA,NA,91.97489277415781
Libya,LBY,Female,20,266432,184.501563831074,185.825772147212,NA,NA,133.6162425925956
Libya,LBY,Female,25,274464,226.580459490913,221.272306718645,NA,NA,174.44047686097883
Libya,LBY,Female,30,292584,331.225334068814,314.722261497879,NA,NA,237.07373834179845
Libya,LBY,Female,35,288137,459.228898876964,426.432552268458,NA,NA,324.30258274770495
Libya,LBY,Female,40,277482,676.810343302017,614.406599238181,NA,NA,462.7752243077473
Libya,LBY,Female,45,236566,899.041536083149,791.639272095349,NA,NA,624.584486111613
Libya,LBY,Female,50,182175,991.398065534292,844.272005246871,NA,NA,740.8485570668258
Libya,LBY,Female,55,125044,1051.6969395137,876.496127584538,NA,NA,797.3064423165712
Libya,LBY,Female,60,85735,1310.02527521956,1088.10119760188,NA,NA,913.6476858338019
Libya,LBY,Female,65,63776,1546.80427333077,1293.2614431517,NA,NA,1194.3254536511954
Libya,LBY,Female,70,43386,1462.70095555501,1236.33216035515,NA,NA,1365.8641484983889
Libya,LBY,Female,75,32623,1834.03630495646,1588.64923124697,NA,NA,1816.3544414352955
Libya,LBY,Female,80,19708,1435.70451686056,1228.81319847636,NA,NA,1928.1133689259027
Libya,LBY,Female,85,11091,1925.87833421931,1704.65607166257,NA,NA,2262.3755907907807
Libya,LBY,Male,0,320512,705.066592027541,881.866814640816,NA,NA,638.8604449160665
Libya,LBY,Male,5,339627,115.397465778157,140.712000874478,NA,NA,107.09106051280378
Libya,LBY,Male,10,319799,148.272559414019,169.713710978379,NA,NA,110.10586250250368
Libya,LBY,Male,15,287880,304.244210817689,331.908460077968,NA,NA,299.3909604745204
Libya,LBY,Male,20,275749,481.844518467858,508.06699552388,NA,NA,400.858145649031
Libya,LBY,Male,25,278771,504.376755065355,517.73423222518,NA,NA,431.11365044455886
Libya,LBY,Male,30,292656,632.437892890517,627.296248173248,NA,NA,488.21726050546874
Libya,LBY,Male,35,290091,778.869350956662,744.377226000104,NA,NA,611.7006793163546
Libya,LBY,Male,40,287068,943.19210689118,872.199577939515,NA,NA,869.2321759763872
Libya,LBY,Male,45,248084,1204.36032588178,1090.24947242439,NA,NA,1040.7057277275226
Libya,LBY,Male,50,189732,1256.18340258212,1112.80635806076,NA,NA,1291.8295517226
Libya,LBY,Male,55,120203,1234.57932895298,1065.54431196552,NA,NA,1377.9535182506297
Libya,LBY,Male,60,78169,1379.17133912925,1168.66150344605,NA,NA,1502.2139756608492
Libya,LBY,Male,65,56579,1552.12086461057,1301.85454244174,NA,NA,1780.7429605326142
Libya,LBY,Male,70,36405,1556.87010770979,1308.29936690927,NA,NA,1846.9646597030764
Libya,LBY,Male,75,26512,1806.69504049173,1519.90443692662,NA,NA,2252.370949947855
Libya,LBY,Male,80,14193,1360.60869310832,1123.54773217332,NA,NA,1978.9610539706891
Libya,LBY,Male,85,6707,1350.46259725235,1161.14254156726,NA,NA,1865.0330736253377
Saint Lucia,LCA,Female,0,5341,17.5354146046701,22.6451489524532,NA,NA,10.30165366784278
Saint Lucia,LCA,Female,5,5423,1.65765599161252,2.05864990476848,NA,NA,1.0574187804291104
Saint Lucia,LCA,Female,10,5506,0.908633056506277,1.02932495238424,NA,NA,1.0155830861636113
Saint Lucia,LCA,Female,15,6561,1.96900490812914,2.05864990476848,NA,NA,2.332636286934689
Saint Lucia,LCA,Female,20,7951,4.01173797639472,4.11729980953695,NA,NA,3.4818175543755108
Saint Lucia,LCA,Female,25,8460,6.01249997454452,6.17594971430543,NA,NA,4.2465799476192005
Saint Lucia,LCA,Female,30,7291,7.0967330021965,7.20527466668967,NA,NA,4.949892245771614
Saint Lucia,LCA,Female,35,7309,10.3373275263059,10.2932495238424,NA,NA,7.26532122611168
Saint Lucia,LCA,Female,40,6577,14.6656785642744,14.4105493333793,NA,NA,10.036521311316621
Saint Lucia,LCA,Female,45,6612,23.1458304890838,22.6451489524532,NA,NA,15.992374833342671
Saint Lucia,LCA,Female,50,6354,30.6320840822847,29.8504236191429,NA,NA,23.587026794725503
Saint Lucia,LCA,Female,55,5695,36.615138410147,36.0263733334483,NA,NA,32.60490569977961
Saint Lucia,LCA,Female,60,4424,41.4767042992611,41.1729980953696,NA,NA,38.876274390165
Saint Lucia,LCA,Female,65,3114,46.2217205429964,46.3196228572907,NA,NA,45.11961940131689
Saint Lucia,LCA,Female,70,2563,58.1922594787472,57.6421973335174,NA,NA,70.0063270903427
Saint Lucia,LCA,Female,75,1835,64.538553263906607,62.7888220954385,NA,NA,102.5955343065588
Saint Lucia,LCA,Female,80,1211,77.4162564801117,73.0820716192809,NA,NA,138.45604732813888
Saint Lucia,LCA,Female,85,980,180.890290280935,168.809292191015,NA,NA,312.71068859976685
Saint Lucia,LCA,Male,0,5485,20.8764103487777,27.7917737143744,NA,NA,12.89335298487844
Saint Lucia,LCA,Male,5,5563,1.57945772439814,2.05864990476848,NA,NA,1.4917805127027428
Saint Lucia,LCA,Male,10,5646,1.73827154347328,2.05864990476848,NA,NA,1.54648764380547
Saint Lucia,LCA,Male,15,6622,6.62492265336568,7.20527466668967,NA,NA,5.189952810015149
Saint Lucia,LCA,Male,20,7919,13.7320350024599,14.4105493333793,NA,NA,9.044685857918033
Saint Lucia,LCA,Male,25,8486,17.7495102292345,18.5278491429163,NA,NA,9.648776259295975
Saint Lucia,LCA,Male,30,7001,16.8973765927156,17.498524190532,NA,NA,9.353236858439413
Saint Lucia,LCA,Male,35,6846,19.4087977197202,19.5571740953005,NA,NA,12.44836745998359
Saint Lucia,LCA,Male,40,6309,25.5108397862984,24.7037988572217,NA,NA,16.78506214800833
Saint Lucia,LCA,Male,45,6019,36.0812643671622,33.9677234286799,NA,NA,25.78579025512668
Saint Lucia,LCA,Male,50,6003,49.9214751923208,46.3196228572907,NA,NA,41.77485775110921
Saint Lucia,LCA,Male,55,5323,64.9733290686953,59.7008472382858,NA,NA,60.092610520799504
Saint Lucia,LCA,Male,60,3993,74.8338153463566,67.9354468573598,NA,NA,55.26946014449049
Saint Lucia,LCA,Male,65,3024,77.7639554752219,69.9940967621282,NA,NA,53.734469847303416
Saint Lucia,LCA,Male,70,2317,99.9063863775214,90.5805958098129,NA,NA,61.32336702060445
Saint Lucia,LCA,Male,75,1642,107.608386717987,96.7565455241184,NA,NA,83.54503799734697
Saint Lucia,LCA,Male,80,1194,131.381973329931,115.284394667035,NA,NA,111.41206844682767
Saint Lucia,LCA,Male,85,1030,244.455841359852,214.099590095922,NA,NA,238.39198469824188
Sri Lanka,LKA,Female,0,816078,782.775532526816,1114.92406481162,NA,NA,751.2054894790582
Sri Lanka,LKA,Female,5,833571,93.1583717896037,124.461504420809,NA,NA,135.76355025279187
Sri Lanka,LKA,Female,10,857098,126.812630406388,150.60887929913,NA,NA,136.0487283095333
Sri Lanka,LKA,Female,15,833944,317.356112355048,350.374823369504,NA,NA,229.05870857396735
Sri Lanka,LKA,Female,20,752763,407.50227609304,438.230002960663,NA,NA,229.44719856865638
Sri Lanka,LKA,Female,25,731644,356.762369437563,384.889358208888,NA,NA,233.66021907524438
Sri Lanka,LKA,Female,30,729105,400.899862086693,426.725158014202,NA,NA,266.10817041446205
Sri Lanka,LKA,Female,35,785987,563.210540755357,593.022462240325,NA,NA,389.6751391599562
Sri Lanka,LKA,Female,40,793746,832.948143622582,855.54210601867,NA,NA,515.0569793288458
Sri Lanka,LKA,Female,45,696971,1225.39868430029,1254.02809916428,NA,NA,730.5948672896286
Sri Lanka,LKA,Female,50,677375,2016.51188856064,2053.09187544578,NA,NA,1207.5577730785053
Sri Lanka,LKA,Female,55,648365,2912.64896214628,3027.8660109096,NA,NA,1820.0253656342295
Sri Lanka,LKA,Female,60,600761,4224.11860263886,4392.75897955796,NA,NA,2826.426867443321
Sri Lanka,LKA,Female,65,493916,5126.50017518146,5388.45101492443,NA,NA,4977.576679500064
Sri Lanka,LKA,Female,70,415177,10023.6393326536,10402.4716215913,NA,NA,9523.613142161397
Sri Lanka,LKA,Female,75,254239,12176.4369523453,12566.4283665212,NA,NA,9444.11739844715
Sri Lanka,LKA,Female,80,130456,10531.2584037876,10487.1891161971,NA,NA,11501.930290877248
Sri Lanka,LKA,Female,85,94703,14492.4076170404,14100.7563243811,NA,NA,27768.04557758911
Sri Lanka,LKA,Male,0,844332,933.865995653759,1382.67318356563,NA,NA,904.715688670639
Sri Lanka,LKA,Male,5,856054,101.217068615315,143.2876143332,NA,NA,166.84926333955397
Sri Lanka,LKA,Male,10,864563,144.966797277965,181.985729153115,NA,NA,173.36621547918622
Sri Lanka,LKA,Male,15,830615,682.572957548649,780.237666369104,NA,NA,352.9960796771173
Sri Lanka,LKA,Male,20,742888,814.903174759663,898.423800819117,NA,NA,543.9116002079065
Sri Lanka,LKA,Male,25,674562,746.238527845351,827.302941150083,NA,NA,587.9197691180276
Sri Lanka,LKA,Male,30,623281,764.624030569981,832.532416125747,NA,NA,660.2484139103854
Sri Lanka,LKA,Male,35,681648,910.797866434775,963.269290517354,NA,NA,1066.9561536401707
Sri Lanka,LKA,Male,40,730689,1506.15895644719,1521.77721791829,NA,NA,1652.727662411398
Sri Lanka,LKA,Male,45,659699,2675.98241221834,2654.48149764717,NA,NA,2271.222328354278
Sri Lanka,LKA,Male,50,639901,4498.20026189455,4365.56570968451,NA,NA,3398.055881600717
Sri Lanka,LKA,Male,55,589177,6682.07058007314,6438.52959003781,NA,NA,4580.13190260002
Sri Lanka,LKA,Male,60,513111,9221.51605215072,8768.7836391938,NA,NA,5912.041053055775
Sri Lanka,LKA,Male,65,405408,9189.90396706705,8732.17731436415,NA,NA,8907.176392283825
Sri Lanka,LKA,Male,70,312254,14942.5898661018,14270.1913135926,NA,NA,13442.81318952129
Sri Lanka,LKA,Male,75,164667,13675.1474490292,13050.6777492677,NA,NA,10885.812566625411
Sri Lanka,LKA,Male,80,77654,9905.25569597755,9209.10543214473,NA,NA,9403.369659675978
Sri Lanka,LKA,Male,85,56848,10510.131865317,9565.75562548503,NA,NA,16920.264017354682
Lesotho,LSO,Female,0,125892,1776.81313465384,2073.13599961324,NA,NA,2116.369251372682
Lesotho,LSO,Female,5,112600,88.2335840284981,104.511897322391,NA,NA,130.7806216907197
Lesotho,LSO,Female,10,106477,52.6030016362039,57.9565976060531,NA,NA,102.51321223222018
Lesotho,LSO,Female,15,108465,248.544618845955,255.579094361119,NA,NA,181.8769483693793
Lesotho,LSO,Female,20,101141,429.798663671772,426.59856270685,NA,NA,383.6881425577079
Lesotho,LSO,Female,25,94493,756.53912521733,741.084362831498,NA,NA,768.829258388303
Lesotho,LSO,Female,30,84139,1004.84873915545,969.110320625805,NA,NA,1027.5069789968866
Lesotho,LSO,Female,35,71768,1112.41035020689,1054.62005479867,NA,NA,1232.6619395687844
Lesotho,LSO,Female,40,56426,1045.80676938063,971.960645098234,NA,NA,1022.3431639378597
Lesotho,LSO,Female,45,45393,1003.0319313935,914.954155649657,NA,NA,921.0932366549297
Lesotho,LSO,Female,50,40383,1018.39605692182,904.502965917418,NA,NA,900.1119229642578
Lesotho,LSO,Female,55,37365,1105.76172401427,957.70902273609,NA,NA,938.895112762847
Lesotho,LSO,Female,60,32676,1176.59045556029,999.513781665046,NA,NA,1000.9525112002514
Lesotho,LSO,Female,65,25362,1163.57664372962,991.912916405236,NA,NA,1052.5588031035377
Lesotho,LSO,Female,70,18198,1191.39173749247,1030.86735086176,NA,NA,1111.9710193293708
Lesotho,LSO,Female,75,12193,1191.01423299054,1047.01918953886,NA,NA,1158.3723510745829
Lesotho,LSO,Female,80,7544,1158.50235237735,1024.21659375943,NA,NA,1275.0821391369122
Lesotho,LSO,Female,85,4787,1326.11290220542,1203.78703552245,NA,NA,1852.4796319156023
Lesotho,LSO,Male,0,127621,2193.4993050657,2536.78878046167,NA,NA,2492.472596535154
Lesotho,LSO,Male,5,112635,96.2990943726947,113.062870739677,NA,NA,232.54784321986182
Lesotho,LSO,Male,10,105394,79.5039030049266,88.360058645294,NA,NA,187.11086066375262
Lesotho,LSO,Male,15,108485,360.008745856666,382.893587462941,NA,NA,283.0969632946735
Lesotho,LSO,Male,20,102782,527.956038159992,546.312190548861,NA,NA,446.5755804806902
Lesotho,LSO,Male,25,96776,746.146236636905,753.43576887869,NA,NA,732.9137602835897
Lesotho,LSO,Male,30,90607,1175.75116656856,1156.28162764863,NA,NA,1111.911715460167
Lesotho,LSO,Male,35,80767,1612.48720739676,1559.12748641858,NA,NA,1601.3424864814244
Lesotho,LSO,Male,40,63047,1735.69614636868,1649.38776137882,NA,NA,1572.1521098552528
Lesotho,LSO,Male,45,45385,1641.91435324199,1536.32489063914,NA,NA,1386.7354908189918
Lesotho,LSO,Male,50,34316,1523.96239819877,1403.30974859246,NA,NA,1258.4876874855959
Lesotho,LSO,Male,55,28707,1524.94708565967,1383.35747728546,NA,NA,1289.4393631382836
Lesotho,LSO,Male,60,22494,1463.03789654259,1302.59828389998,NA,NA,1284.4396855639595
Lesotho,LSO,Male,65,16281,1346.60025485621,1182.88465605797,NA,NA,1267.6594652283381
Lesotho,LSO,Male,70,11490,1226.92028778871,1071.72200163324,NA,NA,1277.976227111552
Lesotho,LSO,Male,75,6428,894.319867199562,781.939013602978,NA,NA,1036.2523781995449
Lesotho,LSO,Male,80,2770,549.096807860007,478.854511368045,NA,NA,725.6644686337836
Lesotho,LSO,Male,85,965,320.822251469396,286.932663557836,NA,NA,504.0801420181907
Lithuania,LTU,Female,0,70376,35.7086599007467,41.5748582860953,38.3683141961244,NA,51.4971594301862
Lithuania,LTU,Female,5,75414,6.20255271525963,7.23041013671223,2.95140878431727,NA,8.022238778130802
Lithuania,LTU,Female,10,59154,5.81545050334623,6.3266088696232,6.88662049674028,NA,6.414766201227324
Lithuania,LTU,Female,15,59115,12.4355959371871,12.6532177392464,20.6598614902208,NA,13.024620447655636
